title|doi
The 2022 symposium on dementia and brain aging in low‐ and middle‐income countries: Highlights on research, diagnosis, care, and impact|10.1002/alz.13836
Associations of sleep disorders with serum neurofilament light chain levels in Parkinson’s disease|10.1186/s12883-024-03642-y
Burden of disease scenarios for 204 countries and territories, 2022–2050: a forecasting analysis for the Global Burden of Disease Study 2021|10.1016/s0140-6736(24)00685-8
If You Don’t Ask, You Won’t Know: Inclusive Recruitment Strategies for the Parkinson Progression Markers Initiative (PPMI)|10.1016/j.parkreldis.2024.106689
Mutation of the ALS/FTD-associated RNA-binding protein FUS affects axonal development|10.1523/jneurosci.2148-23.2024
Positron Emission Tomography with [18F]ROStrace Reveals Progressive Elevations in Oxidative Stress in a Mouse Model of Alpha-Synucleinopathy|10.3390/ijms25094943
In vivo validation of late‐onset Alzheimer's disease genetic risk factors|10.1002/alz.13840
Longitudinal study investigating the influence of COMT gene polymorphism on cortical thickness changes in Parkinson's disease over four years|10.1038/s41598-024-60828-7
Novel Variants Linked to the Prodromal Stage of Parkinson’s Disease (PD) Patients|10.3390/diagnostics14090929
Activation and Purification of ß‐Glucocerebrosidase by Exploiting its Transporter LIMP‐2 – Implications for Novel Treatment Strategies in Gaucher's and Parkinson's Disease|10.1002/advs.202401641
Lysosomal genes contribute to Parkinson’s disease near agriculture with high intensity pesticide use|10.1038/s41531-024-00703-4
Association of Misfolded α-Synuclein Derived from Neuronal Exosomes in Blood with Parkinson’s Disease Diagnosis and Duration|10.3233/jpd-230390
Changes in Oxidised Phospholipids in Response to Oxidative Stress in Microtubule-Associated Protein Tau (MAPT) Mutant Dopamine Neurons|10.3390/antiox13050508
Prospective Role of PAK6 and 14-3-3γ as Biomarkers for Parkinson’s Disease|10.3233/jpd-230402
Development and Implementation of an Innovative Framework for Automated Radiomics Analysis in Neuroimaging|10.3390/jimaging10040096
Longitudinal cognitive decline characterizes the profile of non-PD-manifest GBA1 mutation carriers|10.1038/s41531-024-00706-1
Parkinsonism Sac domain mutation in Synaptojanin-1 affects ciliary properties in iPSC-derived dopaminergic neurons|10.1073/pnas.2318943121
Predicting the occurrence of mild cognitive impairment in Parkinson’s disease using structural MRI data|10.3389/fnins.2024.1375395
Resequencing the complete SNCA locus in Indian patients with Parkinson’s disease|10.1038/s41531-024-00676-4
Early deficits in an in vitro striatal microcircuit model carrying the Parkinson’s GBA-N370S mutation|10.1038/s41531-024-00694-2
Self-supervised learning for human activity recognition using 700,000 person-days of wearable data|10.1038/s41746-024-01062-3
Technical challenges in REM sleep microstructure classification: A study of patients with REM sleep behaviour disorder|10.1111/jsr.14208
Predictors of stress resilience in Parkinson’s disease and associations with symptom progression|10.1038/s41531-024-00692-4
Mitochondrial import stress and PINK1-mediated mitophagy: the role of the PINK1-TOMM-TIMM23 supercomplex|10.1080/15548627.2024.2340399
RAB32 Ser71Arg in autosomal dominant Parkinson's disease: linkage, association, and functional analyses|10.1016/s1474-4422(24)00121-2
Transcriptional programs mediating neuronal toxicity and altered glial-neuronal signaling in aDrosophilaknock-in tauopathy model|10.1101/gr.278576.123
Visualizing chaperone-mediated multistep assembly of the human 20S proteasome|10.1038/s41594-024-01268-9
Biological Staging of the Parkinson’s Progression Markers Initiative (PPMI) Cohort Using the Research Neuronal α-synuclein Disease Integrated Staging System (NSD-ISS) (P11-3.009)|10.1212/wnl.0000000000204771
RASP: Optimal Single Puncta Detection in Complex Cellular Backgrounds|10.1021/acs.jpcb.4c00174
Rational design of structure‐based vaccines targeting misfolded alpha‐synuclein conformers of Parkinson's disease and related disorders|10.1002/btm2.10665
[125I]IPC-Lecanemab: Synthesis and Evaluation of Aβ-Plaque-Binding Antibody and Comparison with Small-Molecule [18F]Flotaza and [125I]IBETA in Postmortem Human Alzheimer’s Disease|10.3390/neurolint16020031
Factors Influencing Patient Disclosure of Parkinson's Disease Genetic Testing Results to Relatives|10.1002/mdc3.14043
A RAB7A phosphoswitch coordinates Rubicon Homology protein regulation of Parkin-dependent mitophagy|10.1083/jcb.202309015
An open-source MRI compatible frame for multimodal presurgical mapping in macaque and capuchin monkeys|10.1016/j.jneumeth.2024.110133
An adapted protocol to derive microglia from stem cells and its application in the study of CSF1R-related disorders|10.1186/s13024-024-00723-x
Fusion of biomedical imaging studies for increased sample size and diversity: a case study of brain MRI|10.3389/fradi.2024.1283392
Transcriptomics of Human Brain Tissue in Parkinson’s Disease: a Comparison of Bulk and Single-cell RNA Sequencing|10.1007/s12035-024-04124-5
Genetic and pharmacological reduction of CDK14 mitigates synucleinopathy|10.1038/s41419-024-06534-8
Orthogonal analysis of mitochondrial function in Parkinson’s disease patients|10.1038/s41419-024-06617-6
RedOx regulation of LRRK2 kinase activity by active site cysteines|10.1038/s41531-024-00683-5
Alterations in Blood Methylome as Potential Epigenetic Biomarker in Sporadic Parkinson's Disease|10.1002/ana.26923
An X Chromosome Transcriptome Wide Association Study Implicates ARMCX6 in Alzheimer’s Disease|10.3233/jad-231075
DPP-4 inhibitors sitagliptin and PF-00734,200 mitigate dopaminergic neurodegeneration, neuroinflammation and behavioral impairment in the rat 6-OHDA model of Parkinson’s disease|10.1007/s11357-024-01116-0
Identification and structural characterization of small molecule inhibitors of PINK1|10.1038/s41598-024-58285-3
Real-World Experiences of Parkinson's Disease OFF Time and Role of Demographics|10.17294/2330-0698.2057
Aβ oligomers peak in early stages of Alzheimer's disease preceding tau pathology|10.1002/dad2.12589
Experimental capture of miRNA targetomes: disease-specific 3′UTR library-based miRNA targetomics for Parkinson’s disease|10.1038/s12276-024-01202-5
Genetic and multi‐omic risk assessment of Alzheimer's disease implicates core associated biological domains|10.1002/trc2.12461
Prasinezumab slows motor progression in rapidly progressing early-stage Parkinson’s disease|10.1038/s41591-024-02886-y
RNA sequencing of olfactory bulb in Parkinson's disease reveals gene alterations associated with olfactory dysfunction|10.1016/j.nbd.2024.106514
The integrated stress response pathway and neuromodulator signaling in the brain: lessons learned from dystonia|10.1172/jci177833
Investigating the aspect of asymmetry in brain-first versus body-first Parkinson’s disease|10.1038/s41531-024-00685-3
Genotype–phenotype correlation in PRKN-associated Parkinson’s disease|10.1038/s41531-024-00677-3
Structure of alpha-synuclein fibrils derived from human Lewy body dementia tissue|10.1038/s41467-024-46832-5
Development and characterization of a non-human primate model of disseminated synucleinopathy|10.3389/fnana.2024.1355940
Development of quantitative high-throughput screening assays to identify, validate, and optimize small-molecule stabilizers of misfolded β-glucocerebrosidase with therapeutic potential for Gaucher disease and Parkinson's disease|10.1101/2024.03.22.586364
Lysosomal storage disease proteo/lipidomic profiling using nMOST links ferritinophagy with mitochondrial iron deficiencies in cells lacking NPC2|10.1101/2024.03.26.586828
Single-cell multiplex chromatin and RNA interactions in ageing human brain|10.1038/s41586-024-07239-w
Sitagliptin elevates plasma and CSF incretin levels following oral administration to nonhuman primates: relevance for neurodegenerative disorders|10.1007/s11357-024-01120-4
TREM1 disrupts myeloid bioenergetics and cognitive function in aging and Alzheimer disease mouse models|10.1038/s41593-024-01610-w
Parkinson’s Disease is Predominantly a Genetic Disease|10.3233/jpd-230376
Spatial transcriptomics reveals molecular dysfunction associated with cortical Lewy pathology|10.1038/s41467-024-47027-8
The oligogenic structure of amyotrophic lateral sclerosis has genetic testing, counselling, and therapeutic implications|10.1101/2024.03.21.24304693
[3H]-NFPS binding to the glycine transporter 1 in the hemi-parkinsonian rat brain|10.1007/s00221-024-06815-w
Biochemical Fractionation of Human α-Synuclein in a Drosophila Model of Synucleinopathies|10.3390/ijms25073643
Regulatory SVA retrotransposons and classical HLA genotyped-transcripts associated with Parkinson’s disease|10.3389/fimmu.2024.1349030
Reticulon 2 deficiency results in an autosomal recessive distal motor neuropathy with lower limb spasticity|10.1093/brain/awae091
Conquering Neurologic Diseases in Primary Care|10.1016/j.pop.2024.03.001
Interpretable discriminant analysis for functional data supported on random nonlinear domains with an application to Alzheimer’s disease|10.1093/jrsssb/qkae023
Brain-derived and in vitro-seeded alpha-synuclein fibrils exhibit distinct biophysical profiles|10.7554/elife.92775
BridGE: a pathway-based analysis tool for detecting genetic interactions from GWAS|10.1038/s41596-024-00954-8
Peripheral neuronal activation shapes the microbiome and alters gut physiology|10.1016/j.celrep.2024.113953
RAB3 phosphorylation by pathogenic LRRK2 impairs trafficking of synaptic vesicle precursors|10.1083/jcb.202307092
Deep Learning–based Approach for Brainstem and Ventricular MR Planimetry: Application in Patients with Progressive Supranuclear Palsy|10.1148/ryai.230151
Profiling Protein–Protein Interactions in the Human Brain by Refined Cofractionation Mass Spectrometry|10.1021/acs.jproteome.3c00685
A topographical atlas of α-synuclein dosage and cell type-specific expression in adult mouse brain and peripheral organs|10.1038/s41531-024-00672-8
AccessPD as a next generation registry to accelerate Parkinson’s disease research|10.1038/s41531-024-00651-z
Differential Cognitive Effects of Unilateral Subthalamic Nucleus Deep Brain Stimulation for Parkinson's Disease|10.1002/ana.26903
In Silico Investigation of Parkin-Activating Mutations Using Simulations and Network Modeling|10.3390/biom14030365
Targeting short-chain fatty acids receptors signalling for neurological disorders treatment|10.37349/ent.2024.00073
Mitochondrial DNA deletions in the cerebrospinal fluid of patients with idiopathic REM sleep behaviour disorder|10.1016/j.ebiom.2024.105065
Turning alterations detected by mobile health technology in idiopathic REM sleep behavior disorder|10.1038/s41531-024-00682-6
Characterizing enteric neurons in dopamine transporter (DAT)‐Cre reporter mice reveals dopaminergic subtypes with dual‐transmitter content|10.1111/ejn.16307
Improved measurement of disease progression in people living with early Parkinson’s disease using digital health technologies|10.1038/s43856-024-00481-3
Perspectives of People At-Risk on Parkinson’s Prevention Research|10.3233/jpd-230436
On‐Demand Cueing for Freezing of Gait in Parkinson's Disease: A Randomized Controlled Trial|10.1002/mds.29762
SRF transcriptionally regulates the oligodendrocyte cytoskeleton during CNS myelination|10.1073/pnas.2307250121
APOE4/4 is linked to damaging lipid droplets in Alzheimer’s disease microglia|10.1038/s41586-024-07185-7
Biallelic NAA60 variants with impaired n-terminal acetylation capacity cause autosomal recessive primary familial brain calcifications|10.1038/s41467-024-46354-0
Disease progression strikingly differs in research and real-world Parkinson’s populations|10.1038/s41531-024-00667-5
Comprehensive proteomics of CSF, plasma, and urine identify DDC and other biomarkers of early Parkinson’s disease|10.1007/s00401-024-02706-0
